user,city,category,post,time,link
5142100000,Chicago,w4m,Flight from LAX to O'HARE 7/25 - w4m,2015-08-12T19:02:00,/chc/mis/5142139672.html
5169000000,Chicago,w4m,"Not a Volume at all, just a note - w4m",2015-08-12T10:34:00,/chc/mis/5169027579.html
5168700000,Chicago,w4m,"WHITE BOY, I was like DAAAAMN!!! - w4m",2015-08-12T06:41:00,/chc/mis/5168718300.html
5164600000,Chicago,w4m,Great America Aug 5th - w4m,2015-08-12T05:23:00,/nwc/mis/5164561366.html
5168500000,Chicago,w4m,Robert Scherzinger - w4m,2015-08-11T22:30:00,/chc/mis/5168510989.html
5168500000,Chicago,w4m,jason you still owe me vodka - w4m,2015-08-11T22:12:00,/nwc/mis/5168469700.html
5168500000,Chicago,w4m,Jefferson Park CVS - w4m,2015-08-11T22:08:00,/chc/mis/5168490283.html
5168300000,Chicago,w4m,Filmmaker - w4m,2015-08-11T20:01:00,/chc/mis/5168344623.html
5168300000,Chicago,w4m,Waiting for Purple Line together - w4m,2015-08-11T19:09:00,/chc/mis/5168275616.html
5167900000,Chicago,w4m,Happy Birthday - w4m,2015-08-11T15:13:00,/nwc/mis/5167887156.html
5166900000,Chicago,w4m,You are deaf. Sat in my section - w4m,2015-08-11T01:17:00,/chc/mis/5166892213.html
5166700000,Chicago,w4m,re: I love your smile - w4m,2015-08-10T21:15:00,/chc/mis/5166702263.html
5166600000,Chicago,w4m,Re: Tantra Butterfly - w4m,2015-08-10T20:26:00,/chc/mis/5166642610.html
5166600000,Chicago,w4m,missed connection on qwikmeet - w4m,2015-08-10T20:16:00,/chc/mis/5166630425.html
5166500000,Chicago,w4m,I love your smile A.B. - w4m,2015-08-10T18:48:00,/wcl/mis/5166509435.html
5166400000,Chicago,w4m,daily center attorney traffic court - w4m,2015-08-10T17:55:00,/chc/mis/5166429719.html
5166300000,Chicago,w4m,Young Blond guy on Red Line - w4m,2015-08-10T17:00:00,/chc/mis/5166342583.html
5165900000,Chicago,w4m,Shinedown concert Indianapolis 8/8/15 - w4m,2015-08-10T13:02:00,/nch/mis/5165862098.html
5165800000,Chicago,w4m,Monster's Ball - w4m,2015-08-10T12:43:00,/chc/mis/5165804917.html
5165800000,Chicago,w4m,40- something goatee guy on Metra Hanover Park - w4m,2015-08-10T12:41:00,/nwc/mis/5165840046.html
5165700000,Chicago,w4m,Dr Mike from the cruise - w4m,2015-08-10T11:53:00,/chc/mis/5165684225.html
5177100000,Chicago,w4m,Teddy&Lala - w4m,2015-08-17T12:44:00,//milwaukee.craigslist.org/mis/5177055431.html
5177000000,Chicago,w4m,It hurts.... - w4m,2015-08-17T11:53:00,//milwaukee.craigslist.org/mis/5176971363.html
5176400000,Chicago,w4m,Men who leave their phone number for the waitress - - w4m,2015-08-17T04:02:00,//milwaukee.craigslist.org/mis/5176422850.html
5176400000,Chicago,w4m,St. Lukes Security - w4m,2015-08-17T00:34:00,//milwaukee.craigslist.org/mis/5176363038.html
5176300000,Chicago,w4m,"Dear M... Love, A - w4m",2015-08-16T23:11:00,//milwaukee.craigslist.org/mis/5176308641.html
5176200000,Chicago,w4m,You came in by yourself and sat at the bar - w4m,2015-08-16T21:45:00,//southbend.craigslist.org/mis/5176181995.html
5176100000,Chicago,w4m,searching for someone in milwaukee - w4m,2015-08-16T19:59:00,//milwaukee.craigslist.org/mis/5176118975.html
5176000000,Chicago,w4m,Looking for long haired guys - w4m,2015-08-16T18:31:00,//lasalle.craigslist.org/mis/5175958717.html
5175800000,Chicago,w4m,Landmark bartender who remembered me - w4m,2015-08-16T16:11:00,//milwaukee.craigslist.org/mis/5175838679.html
5175700000,Chicago,w4m,I See You.. - w4m,2015-08-16T14:22:00,//racine.craigslist.org/mis/5175672746.html
5171800000,Chicago,w4m,Shy Guy/Eye Contact - w4m,2015-08-16T12:13:00,//milwaukee.craigslist.org/mis/5171788517.html
5174900000,Chicago,w4m,Afternoon run on Reid farm and spring creek - w4m,2015-08-15T23:00:00,//rockford.craigslist.org/mis/5174915993.html
5170200000,Chicago,w4m,Last Saturday late afternoon - w4m,2015-08-15T23:00:00,//rockford.craigslist.org/mis/5170208459.html
5174300000,Chicago,w4m,I miss you B - w4m,2015-08-15T14:46:00,//milwaukee.craigslist.org/mis/5174327766.html
5174100000,Chicago,w4m,club kana on 5th national - w4m,2015-08-15T12:01:00,//milwaukee.craigslist.org/mis/5174053613.html
5173500000,Chicago,w4m,Wish upon a star..... - w4m,2015-08-15T01:11:00,//milwaukee.craigslist.org/mis/5173493143.html
5172300000,Chicago,w4m,225 South resturant - w4m,2015-08-14T10:28:00,//milwaukee.craigslist.org/mis/5172283576.html
5172100000,Chicago,w4m,Still missing you but trying not to - w4m,2015-08-14T08:32:00,//rockford.craigslist.org/mis/5172093470.html
5171800000,Chicago,w4m,Re: Why Are We Doing This To Each Other - m4w (Milwaukee) - w4m,2015-08-13T23:31:00,//milwaukee.craigslist.org/mis/5171822222.html
5171600000,Chicago,w4m,Construction Men on S. 27th St. - w4m,2015-08-13T19:31:00,//milwaukee.craigslist.org/mis/5171593080.html
5171300000,Chicago,w4m,NorthShore Wi Athletic Club - w4m,2015-08-13T15:48:00,//milwaukee.craigslist.org/mis/5171271555.html
5171100000,Chicago,w4m,Security Guard - w4m,2015-08-13T14:21:00,//rockford.craigslist.org/mis/5171116275.html
5171100000,Chicago,w4m,It's like you have a mistress - w4m,2015-08-13T13:46:00,//racine.craigslist.org/mis/5171054789.html
5170400000,Chicago,w4m,Stars on your arms - w4m,2015-08-13T07:30:00,//milwaukee.craigslist.org/mis/5170416761.html
5170300000,Chicago,w4m,Spider webs at Walmart - w4m,2015-08-13T00:35:00,//rockford.craigslist.org/mis/5170260193.html
5169000000,Chicago,w4m,Was that you in the corner? - w4m,2015-08-12T10:25:00,//milwaukee.craigslist.org/mis/5169023853.html
5168300000,Chicago,w4m,Looking for Steve from chat on okmeet - w4m,2015-08-11T19:57:00,//milwaukee.craigslist.org/mis/5168339630.html
5167700000,Chicago,w4m,We could have had it all - w4m,2015-08-11T13:59:00,//milwaukee.craigslist.org/mis/5167743652.html
5167200000,Chicago,w4m,Nice guys in big ass truck - w4m,2015-08-11T09:27:00,//rockford.craigslist.org/mis/5167192493.html
5167100000,Chicago,w4m,still haven't checked missed connections mystery man - w4m,2015-08-11T08:23:00,//milwaukee.craigslist.org/mis/5167093384.html
5177300000,Chicago,m4w,Cindy Cindy Cindy - m4w,2015-08-17T14:41:00,/nwc/mis/5177321304.html
5177300000,Chicago,m4w,We met in the alley. Your body is ridiculous - m4w,2015-08-17T14:24:00,/chc/mis/5177288305.html
5177200000,Chicago,m4w,You live above me. We were just outside smoking - m4w,2015-08-17T13:52:00,/chc/mis/5177221805.html
5165900000,Chicago,m4w,Roscoe Village MILFs - m4w,2015-08-17T13:11:00,/chc/mis/5165877286.html
5177100000,Chicago,m4w,Bartlett Jewel - m4w,2015-08-17T13:03:00,/nwc/mis/5177118451.html
5177100000,Chicago,m4w,Donelli's Pub - m4w,2015-08-17T12:41:00,/nch/mis/5177071828.html
5177000000,Chicago,m4w,Blonde on Congress 8-13 - m4w,2015-08-17T12:28:00,/chc/mis/5177044231.html
5177000000,Chicago,m4w,I want you ... - m4w,2015-08-17T12:24:00,/chc/mis/5177035204.html
5177000000,Chicago,m4w,Danny's Pizza - m4w,2015-08-17T12:19:00,/chc/mis/5177025829.html
5177000000,Chicago,m4w,Amazing Megan - m4w,2015-08-17T12:14:00,/sox/mis/5177015294.html
5177000000,Chicago,m4w,Flat iron black dress shooting pool - m4w,2015-08-17T12:13:00,/chc/mis/5177013046.html
5177000000,Chicago,m4w,Looked at your carpet to be cleaned - m4w,2015-08-17T11:56:00,/sox/mis/5176977763.html
5177000000,Chicago,m4w,in your Mercedes - m4w,2015-08-17T11:51:00,/chc/mis/5176967943.html
5176900000,Chicago,m4w,Kathy remember me? - m4w,2015-08-17T11:42:00,/nwi/mis/5176913362.html
5176800000,Chicago,m4w,Holiday Bar 8/14 - m4w,2015-08-17T10:51:00,/nch/mis/5176840944.html
5176800000,Chicago,m4w,9:10am Near Macy's on Washington! - m4w,2015-08-17T10:49:00,/chc/mis/5176835166.html
5129600000,Chicago,m4w,Nordstrom on Mich. Ave. (Women's shoes - m4w,2015-08-17T10:41:00,/chc/mis/5129580388.html
5169900000,Chicago,m4w,You made that water look sexy! - m4w,2015-08-17T10:41:00,/chc/mis/5169859312.html
5148100000,Chicago,m4w,La Colombe 7/29 - m4w,2015-08-17T10:36:00,/wcl/mis/5148097600.html
5176800000,Chicago,m4w,Glenwood Ave Arts Fest - m4w,2015-08-17T10:28:00,/chc/mis/5176792313.html
5176800000,Chicago,m4w,Peace sign and a cute smile on Sunday - m4w,2015-08-17T10:26:00,/chc/mis/5176789105.html
5176800000,Chicago,m4w,shell newbie truck stop - m4w,2015-08-17T10:24:00,/nwi/mis/5176785321.html
5176700000,Chicago,m4w,VALENCIA my sweet ! - m4w,2015-08-17T10:17:00,/chc/mis/5176737426.html
5176700000,Chicago,m4w,Emily - m4w,2015-08-17T09:25:00,/chc/mis/5176663692.html
5141200000,Chicago,m4w,Event On Sunday - m4w,2015-08-17T08:54:00,/nwc/mis/5141199244.html
5176600000,Chicago,m4w,JM miss you - m4w,2015-08-17T08:38:00,/chc/mis/5176587086.html
5148600000,Chicago,m4w,You work at the Four Seasons Hotel! I think your name is Meg - m4w,2015-08-17T08:20:00,/chc/mis/5148550770.html
5168000000,Chicago,m4w,wife's friend - m4w,2015-08-17T08:03:00,/wcl/mis/5167983076.html
5176500000,Chicago,m4w,To the beautiful real estate/stock broker who eats at my job... - m4w,2015-08-17T07:21:00,/chc/mis/5176512786.html
5173400000,Chicago,m4w,Fireside Bartender - m4w,2015-08-17T06:58:00,/nwc/mis/5173378014.html
5176500000,Chicago,m4w,"Eunice, Was That You And Your , , , - m4w",2015-08-17T06:56:00,/nwc/mis/5176493752.html
5152600000,Chicago,m4w,An Ode To Naperville Moms - m4w,2015-08-17T06:42:00,/wcl/mis/5152566303.html
5176500000,Chicago,m4w,Hottie at giordano's - m4w,2015-08-17T06:14:00,/chc/mis/5176468861.html
5135100000,Chicago,m4w,You work in hinsdale - m4w,2015-08-17T05:43:00,/wcl/mis/5135138146.html
5176400000,Chicago,m4w,Debbie Morin - m4w,2015-08-17T01:22:00,/chc/mis/5176383790.html
5176300000,Chicago,m4w,Cute short hair hair on the redline. - m4w,2015-08-17T00:00:00,/chc/mis/5176344746.html
5176300000,Chicago,m4w,silver mercedes on Cermak and wolf Rd - m4w,2015-08-16T23:52:00,/wcl/mis/5176340476.html
5176300000,Chicago,m4w,Delta Sonic cashier - m4w,2015-08-16T23:51:00,/sox/mis/5176339513.html
5176300000,Chicago,m4w,Addison girl with star tatoos - m4w,2015-08-16T23:01:00,/nwc/mis/5176306666.html
5176300000,Chicago,m4w,you were driving your Silver Mercedes East bound on Cermak - m4w,2015-08-16T22:42:00,/wcl/mis/5176292897.html
5176300000,Chicago,m4w,Camo shirt great rack behind Sox dugout - m4w,2015-08-16T22:27:00,/sox/mis/5176280469.html
5176300000,Chicago,m4w,Girl in Pink shirt and light blue maxy - m4w,2015-08-16T22:00:00,/nch/mis/5176257477.html
5176200000,Chicago,m4w,Older woman in Chipotle - m4w,2015-08-16T21:12:00,/chc/mis/5176211204.html
5176200000,Chicago,m4w,SouthShore - m4w,2015-08-16T20:49:00,/chc/mis/5176186632.html
5176100000,Chicago,m4w,Deep/Beautiful Heart - m4w,2015-08-16T20:19:00,/chc/mis/5176127646.html
5176100000,Chicago,m4w,Valpo - m4w,2015-08-16T20:12:00,/nwi/mis/5176145314.html
5176100000,Chicago,m4w,Beautiful Woman with Dark brown hair and amazing tattoos - m4w,2015-08-16T19:47:00,/chc/mis/5176116489.html
5176100000,Chicago,m4w,Seeking Shannon from Untitled Supper Club - m4w,2015-08-16T19:45:00,/chc/mis/5176114542.html
5176100000,Chicago,m4w,Smiles Go A Long Way LoL - m4w,2015-08-16T19:24:00,/nwi/mis/5176088442.html
5176100000,Chicago,m4w,"Ruth, Yes I miss you - m4w",2015-08-16T19:17:00,/chc/mis/5176080672.html
5176100000,Chicago,m4w,Seeking gorgeous Lucy from Underground on Sat - m4w,2015-08-16T19:06:00,/chc/mis/5176056047.html
5176100000,Chicago,m4w,"girl at wheeling aquatic. Sunday at ,530 - m4w",2015-08-16T18:52:00,/nwc/mis/5176050005.html
5173100000,Chicago,m4w,Angela - m4w,2015-08-16T18:51:00,/chc/mis/5173081499.html
5176000000,Chicago,m4w,Orland Park Costco - m4w,2015-08-16T18:31:00,/sox/mis/5176024798.html
5170700000,Chicago,m4w,czechoslovakian girl - m4w,2015-08-16T18:14:00,/chc/mis/5170744301.html
5176000000,Chicago,m4w,Beautiful girl at the county building - m4w,2015-08-16T18:03:00,/wcl/mis/5175990108.html
5175900000,Chicago,m4w,Girl walking dog on River Walk - m4w,2015-08-16T17:25:00,/chc/mis/5175928928.html
5175900000,Chicago,m4w,Gorgeous brunette walking dig - m4w,2015-08-16T17:07:00,/chc/mis/5175906795.html
5175900000,Chicago,m4w,Beautiful girl at Union Park pool - m4w,2015-08-16T16:59:00,/chc/mis/5175905826.html
5175900000,Chicago,m4w,Mallory-Schaumburg - m4w,2015-08-16T16:57:00,/nch/mis/5175884758.html
5175900000,Chicago,m4w,tall beautiful black gal - m4w,2015-08-16T16:52:00,/sox/mis/5175895331.html
5175900000,Chicago,m4w,You rang me up at Myopic - m4w,2015-08-16T16:24:00,/chc/mis/5175856627.html
5175800000,Chicago,m4w,Gorgeous Blonde Attorney on Green Line - m4w,2015-08-16T16:05:00,/chc/mis/5175829546.html
5175700000,Chicago,m4w,Metallica/Lollapalooza - brunette with pink top on stage - m4w,2015-08-16T14:42:00,/chc/mis/5175704215.html
5169200000,Chicago,m4w,Looking for Lexi in Des Plaines.... - m4w,2015-08-16T13:56:00,/chc/mis/5169211179.html
5168600000,Chicago,m4w,TRACY IN B.G. - m4w,2015-08-16T13:49:00,/nwc/mis/5168551868.html
5175600000,Chicago,m4w,"Slipknot/LoG show, BBW in red - m4w",2015-08-16T13:34:00,/sox/mis/5175595473.html
5169300000,Chicago,m4w,Rush-Copley Healthplex - m4w,2015-08-16T13:08:00,/wcl/mis/5169260280.html
5172600000,Chicago,m4w,On the bike path today... - m4w,2015-08-16T13:01:00,/sox/mis/5172569367.html
5175500000,Chicago,m4w,lilbru - m4w,2015-08-16T12:59:00,/nwi/mis/5175540499.html
5175500000,Chicago,m4w,Lifesjourney101 on Arab lounge dot Com - m4w,2015-08-16T12:51:00,/chc/mis/5175499950.html
5175500000,Chicago,m4w,Neighbor - m4w,2015-08-16T12:35:00,/nwi/mis/5175500746.html
5175400000,Chicago,m4w,Cardio Queen Galter - m4w,2015-08-16T12:05:00,/chc/mis/5175434262.html
5175400000,Chicago,m4w,Bp gas station worker - m4w,2015-08-16T11:42:00,/sox/mis/5175416860.html
5139900000,Chicago,m4w,Maria from Lake Zurich - m4w,2015-08-16T11:13:00,/nch/mis/5139905335.html
5148700000,Chicago,m4w,Looking for a woman named Alex/Honey - m4w,2015-08-16T10:44:00,/nwc/mis/5148698154.html
5175300000,Chicago,m4w,ORD-DEN United 1965 - m4w,2015-08-16T10:41:00,/chc/mis/5175323919.html
5145800000,Chicago,m4w,Today on dundee rd !! eye contact ! Pilot - m4w,2015-08-16T10:24:00,/nwc/mis/5145783153.html
5175300000,Chicago,m4w,Attractive blonde at Sox/Cubs game - m4w,2015-08-16T10:10:00,/chc/mis/5175279319.html
5161200000,Chicago,m4w,Big Black Chick ALDI - m4w,2015-08-16T10:04:00,/nwc/mis/5161223488.html
5154100000,Chicago,m4w,walmart cupcakes - m4w,2015-08-16T10:03:00,/nwc/mis/5154142517.html
5163100000,Chicago,m4w,You call it 'running around' - m4w,2015-08-16T10:02:00,/nwc/mis/5163088447.html
5175200000,Chicago,m4w,looking for Nadine - m4w,2015-08-16T09:21:00,/nwi/mis/5175215138.html
5175200000,Chicago,m4w,Krissy Who Works At Romeoville Speedway On Route 53 - m4w,2015-08-16T08:57:00,/wcl/mis/5175175360.html
5175200000,Chicago,m4w,McHenry walmart - m4w,2015-08-16T08:55:00,/nwc/mis/5175186282.html
5175200000,Chicago,m4w,Hot blonde watching fireworks - m4w,2015-08-16T08:47:00,/chc/mis/5175165392.html
5175100000,Chicago,m4w,Nipple Puller...U know who you are - m4w,2015-08-16T07:57:00,/wcl/mis/5175131387.html
5175100000,Chicago,m4w,Sweetgeekit From Dundee - m4w,2015-08-16T07:05:00,/nwc/mis/5175090175.html
5175000000,Chicago,m4w,Test - m4w,2015-08-16T02:19:00,/nwc/mis/5175004799.html
5175000000,Chicago,m4w,Field Museum China Exhibit 8/15 - m4w,2015-08-16T02:15:00,/chc/mis/5175008464.html
5175000000,Chicago,m4w,Jeep on Rand Rd. - m4w,2015-08-16T01:56:00,/chc/mis/5175002334.html
5175000000,Chicago,m4w,Looking for Heather from Lakeview - m4w,2015-08-16T01:48:00,/chc/mis/5174997228.html
5175000000,Chicago,m4w,2 years later I still miss you - m4w,2015-08-16T00:59:00,/wcl/mis/5174980309.html
5165100000,Chicago,m4w,Guy at Restaurant - m4w,2015-08-15T23:44:00,/chc/mis/5165132973.html
5174900000,Chicago,m4w,Katie from denim store at the outlet mall - m4w,2015-08-15T23:20:00,/chc/mis/5174928778.html
5166700000,Chicago,m4w,Lady on Harley that pulled up next to me 7:45am - m4w,2015-08-15T23:04:00,/nwc/mis/5166693666.html
5174900000,Chicago,m4w,Bridgeport CVS 31st & Halsted Saturday Night - m4w,2015-08-15T22:45:00,/chc/mis/5174906246.html
5174900000,Chicago,m4w,11: The Gemini - m4w,2015-08-15T22:42:00,/chc/mis/5174897326.html
5168600000,Chicago,m4w,Meg Stew - m4w,2015-08-15T20:36:00,/sox/mis/5168608091.html
5174700000,Chicago,m4w,Jewel 14th & Canal Saturday afternoon 8/15 - m4w,2015-08-15T18:55:00,/chc/mis/5174699471.html
5174700000,Chicago,m4w,Jewel 14th & Canal Saturday afternoon 8/15 - m4w,2015-08-15T18:55:00,/chc/mis/5174699471.html
5174600000,Chicago,m4w,Was with your sister... Always wanted you - m4w,2015-08-15T18:32:00,/wcl/mis/5174627884.html
5174700000,Chicago,m4w,Casey from Ukrainian Village - m4w,2015-08-15T18:17:00,/chc/mis/5174655969.html
5174600000,Chicago,m4w,STARBUCKS ON KIRK RD - m4w,2015-08-15T18:02:00,/wcl/mis/5174628280.html
5174600000,Chicago,m4w,Beautiful woman at Nissan dealer - m4w,2015-08-15T17:59:00,/sox/mis/5174633684.html
5174600000,Chicago,m4w,Target. A 1/2 hour ago. I like! - m4w,2015-08-15T17:33:00,/nch/mis/5174601512.html
5174600000,Chicago,m4w,Saying Goodbye - (Heart on my sleeve) - m4w,2015-08-15T17:17:00,/wcl/mis/5174550492.html
5158500000,Chicago,m4w,SEEKING ROBIN/BICYCLE RIDER - m4w,2015-08-15T16:17:00,/wcl/mis/5158491998.html
5160100000,Chicago,m4w,SEEKING RED HEAD RIDER ON SALT CREEK BIKE TRAIL - m4w,2015-08-15T16:17:00,/wcl/mis/5160115159.html
5174400000,Chicago,m4w,Metra into city - Asian girl - m4w,2015-08-15T15:56:00,/nch/mis/5174444844.html
5174400000,Chicago,m4w,Comfey Hailey - m4w,2015-08-15T15:38:00,/nch/mis/5174437043.html
5174400000,Chicago,m4w,black mustang I88 to farnsworth - m4w,2015-08-15T15:28:00,/sox/mis/5174420786.html
5174400000,Chicago,m4w,re: just a thought - w4m - m4w,2015-08-15T14:58:00,/chc/mis/5174372252.html
5174300000,Chicago,m4w,Deep River park - m4w,2015-08-15T14:34:00,/nwi/mis/5174330880.html
5174300000,Chicago,m4w,Cute Chinese Girl from Healthclub - m4w,2015-08-15T14:13:00,/chc/mis/5174278991.html
5174300000,Chicago,m4w,Randall road flirting smiles with biker - m4w,2015-08-15T14:04:00,/wcl/mis/5174279532.html
5174200000,Chicago,m4w,I am looking for a Wife - m4w,2015-08-15T13:25:00,/chc/mis/5174194746.html
5170000000,Chicago,m4w,I gave you a ride - m4w,2015-08-15T13:23:00,/sox/mis/5170025962.html
5163400000,Chicago,m4w,LS Blue Line to Loop Last Saturday - m4w,2015-08-15T12:24:00,/chc/mis/5163369896.html
5170500000,Chicago,m4w,XSPORT South Barrington - m4w,2015-08-15T10:07:00,/nwc/mis/5170457676.html
5169800000,Chicago,m4w,Gorgeous Blonde - 4:55 ish - 8/12 - N Wacker Elevator - m4w,2015-08-15T09:28:00,/chc/mis/5169796770.html
5173600000,Chicago,m4w,looking for a woman - m4w,2015-08-15T06:25:00,/sox/mis/5173587971.html
5160600000,Chicago,m4w,Tajah - m4w,2015-08-15T04:49:00,/chc/mis/5160628953.html
5173500000,Chicago,m4w,Ebony - m4w,2015-08-15T03:57:00,/chc/mis/5173543951.html
5173500000,Chicago,m4w,Pretty lady blond ponytail at meijer - m4w,2015-08-15T03:31:00,/sox/mis/5173540109.html
5173500000,Chicago,m4w,Just once - m4w,2015-08-15T02:00:00,/chc/mis/5173512831.html
5173500000,Chicago,m4w,"wine, beach, walks and everything we like - m4w",2015-08-15T01:59:00,/nwi/mis/5173512654.html
5173500000,Chicago,m4w,"girl from tinder, saw on Chicago blue line - m4w",2015-08-15T01:14:00,/chc/mis/5173494417.html
5173500000,Chicago,m4w,Beautiful soccer mom :-)Valpo post office - m4w,2015-08-15T00:08:00,/nwi/mis/5173460869.html
5173500000,Chicago,m4w,Extended Stay - m4w,2015-08-14T23:59:00,/nwc/mis/5173455357.html
5173400000,Chicago,m4w,10: Decadence - m4w,2015-08-14T23:53:00,/chc/mis/5173446761.html
5173400000,Chicago,m4w,tangled up in you - m4w,2015-08-14T23:16:00,/nwc/mis/5173385018.html
5173400000,Chicago,m4w,First Draft - m4w,2015-08-14T22:27:00,/chc/mis/5173390910.html
5173400000,Chicago,m4w,Brunette in black dress - m4w,2015-08-14T22:06:00,/nwc/mis/5173373111.html
5173300000,Chicago,m4w,Sexy Asian girl in green shirt/black shorts smoking by comedy club - m4w,2015-08-14T20:49:00,/chc/mis/5173300509.html
5173300000,Chicago,m4w,McDonald's merriville - m4w,2015-08-14T20:26:00,/nwi/mis/5173260033.html
